Claim,Updated,org,location,service,gogetta_link (service),gogetta_link,website,category,Age min,Age max (inclusive),All ages,Population served,phones,address,city,zipcode,visible_on_gogetta,Notes,extracted service id,From DB: Age min,From DB: Age max,From DB: Population served
,FALSE,The Alliance for Positive Change,Lower East Side Harm Reduction Center,Narcan/naloxone training,https://www.gogetta.nyc/team/location/efb25352-8655-4e9d-bcd3-e6544db9cf09/services/e932024d-f38f-4715-94f8-cc9fd74f5ea1,https://www.gogetta.nyc/find/location/efb25352-8655-4e9d-bcd3-e6544db9cf09,alliance.nyc/leshrc,Education,,,,,212.645.0875,"35 E Broadway, 2nd Fl",New York,10002,V,,e932024d-f38f-4715-94f8-cc9fd74f5ea1,,,
,FALSE,The Alliance for Positive Change,CASA Washington,Harm Reduction,https://www.gogetta.nyc/team/location/e5a8cb81-8069-43e3-9652-4f8d88becbdf/services/a32e4e83-a2ff-44a6-8ac4-8a5922be5605,https://www.gogetta.nyc/find/location/e5a8cb81-8069-43e3-9652-4f8d88becbdf,https://alliance.nyc/,Health,,,,,212.645.0875,2034-2036 Amsterdam Ave,New York,10032,V,,a32e4e83-a2ff-44a6-8ac4-8a5922be5605,,,
doobneek,TRUE,The Bowery Mission,Bowery Campus,Shower and Toiletries Sign-Up,https://www.gogetta.nyc/team/location/a4e2f702-b7ce-4c11-8472-ac9966b0ec6c/services/81758c76-d168-4f8b-a9b7-3ee36dca6116,https://www.gogetta.nyc/find/location/a4e2f702-b7ce-4c11-8472-ac9966b0ec6c,bowery.org,Shower,18,,,,212.674.3456,277 Bowery,New York,10002,V,,81758c76-d168-4f8b-a9b7-3ee36dca6116,,,
doobneek,TRUE,The Bowery Mission,Bowery Campus,Medical Van,https://www.gogetta.nyc/team/location/a4e2f702-b7ce-4c11-8472-ac9966b0ec6c/services/ae7a0774-a49f-4cbb-b46e-15e1cc9b34a6,https://www.gogetta.nyc/find/location/a4e2f702-b7ce-4c11-8472-ac9966b0ec6c,bowery.org,Health,18,,,,212.674.3456,277 Bowery,New York,10002,V,,ae7a0774-a49f-4cbb-b46e-15e1cc9b34a6,,,
doobneek,TRUE,The Bowery Mission,Bowery Campus,Clothing Pantry Sign-Up,https://www.gogetta.nyc/team/location/a4e2f702-b7ce-4c11-8472-ac9966b0ec6c/services/e51112f8-d46c-460d-9e4f-396b5b6c7d13,https://www.gogetta.nyc/find/location/a4e2f702-b7ce-4c11-8472-ac9966b0ec6c,bowery.org,Clothing Pantry,18,,,,212.674.3456,277 Bowery,New York,10002,V,,e51112f8-d46c-460d-9e4f-396b5b6c7d13,,,
doobneek,TRUE,The Bowery Mission,Tribeca Campus/New York City Rescue Mission,Clothing for Residents,https://www.gogetta.nyc/team/location/01c41e86-3392-4513-85db-791b03a16bfe/services/311d665b-8180-448b-9183-729a2dfedfd1,https://www.gogetta.nyc/find/location/01c41e86-3392-4513-85db-791b03a16bfe,bowery.org/get-help,Clothing,18,,,,212.226.6214,90 Lafayette St,New York,10013,V,,311d665b-8180-448b-9183-729a2dfedfd1,,,
doobneek,TRUE,The Bowery Mission,Tribeca Campus/New York City Rescue Mission,Overnight Men Sign-Up,https://www.gogetta.nyc/team/location/01c41e86-3392-4513-85db-791b03a16bfe/services/48d36541-c2b8-4a6f-9886-794e82150dc2,https://www.gogetta.nyc/find/location/01c41e86-3392-4513-85db-791b03a16bfe,bowery.org/get-help,Shelter,18,,,,212.226.6214,90 Lafayette St,New York,10013,V,,48d36541-c2b8-4a6f-9886-794e82150dc2,,,
doobneek,TRUE,The Bowery Mission,Tribeca Campus/New York City Rescue Mission,Overnight Women Sign-Up,https://www.gogetta.nyc/team/location/01c41e86-3392-4513-85db-791b03a16bfe/services/82bf3515-f264-4860-a7ee-df1d53b3f6a1,https://www.gogetta.nyc/find/location/01c41e86-3392-4513-85db-791b03a16bfe,bowery.org/get-help,Crisis,18,,,,212.226.6214,90 Lafayette St,New York,10013,V,,82bf3515-f264-4860-a7ee-df1d53b3f6a1,,,
doobneek,TRUE,The Bowery Mission,Tribeca Campus/New York City Rescue Mission,Hot Meal for Residents,https://www.gogetta.nyc/team/location/01c41e86-3392-4513-85db-791b03a16bfe/services/bc2d5166-3925-4df9-949a-37f29a4bd726,https://www.gogetta.nyc/find/location/01c41e86-3392-4513-85db-791b03a16bfe,bowery.org/get-help,Soup Kitchen,18,,,,212.226.6214,90 Lafayette St,New York,10013,V,,bc2d5166-3925-4df9-949a-37f29a4bd726,,,
doobneek,TRUE,The Bowery Mission,Tribeca Campus/New York City Rescue Mission,Day Center,https://www.gogetta.nyc/team/location/01c41e86-3392-4513-85db-791b03a16bfe/services/d6bac9d0-d8ed-4690-9a12-1ce92e9d8747,https://www.gogetta.nyc/find/location/01c41e86-3392-4513-85db-791b03a16bfe,bowery.org/get-help,Other service,18,,,,212.226.6214,90 Lafayette St,New York,10013,V,,d6bac9d0-d8ed-4690-9a12-1ce92e9d8747,,,
doobneek,TRUE,"The BRIDGE (Build Relationships, Inspire Development, Growth and Excellence) Family Enrichment Center (FEC)",,Education,https://www.gogetta.nyc/team/location/a2e5f115-239f-4af7-9a51-f843577b245b/services/c716c12f-f60b-4ad5-ae05-245318b89703,https://www.gogetta.nyc/find/location/a2e5f115-239f-4af7-9a51-f843577b245b,instagram.com/fecthebridge,Education,,,x,,718.945.8640,217 Beach 92nd St,Queens,11693,V,,c716c12f-f60b-4ad5-ae05-245318b89703,,,
,FALSE,The Bridge Multicultural Advocacy Center MCP,,Call to Pick up Clothing,https://www.gogetta.nyc/team/location/a840972c-e1b9-4ae8-ad82-03328fec1a9f/services/0af44464-a136-489b-b664-f9366d19a5f4,https://www.gogetta.nyc/find/location/a840972c-e1b9-4ae8-ad82-03328fec1a9f,www.thebridgemcp.org,Clothing,,,,,,1894 Flatbush Ave,Brooklyn,11210,V,,0af44464-a136-489b-b664-f9366d19a5f4,,,
,FALSE,"The Bridge, Inc.",Clinical Headquarters,Mental Health Outpatient Treatment and Rehabilitative Services (MHOTRS),https://www.gogetta.nyc/team/location/b9c3a726-d253-4cba-a270-46c747b10051/services/1348afba-994a-47e7-b95a-3ee795b4e2ba,https://www.gogetta.nyc/find/location/b9c3a726-d253-4cba-a270-46c747b10051,thebridgeny.org,Health,,,,,212.663.3000,248 W 108th St,New York,10025,V,,1348afba-994a-47e7-b95a-3ee795b4e2ba,,,
,FALSE,"The Bridge, Inc.",Clinical Headquarters,Center for Wellness and Change Outpatient Program,https://www.gogetta.nyc/team/location/b9c3a726-d253-4cba-a270-46c747b10051/services/5ff0fb2a-54d2-4e45-94f5-dbb507fa9e9f,https://www.gogetta.nyc/find/location/b9c3a726-d253-4cba-a270-46c747b10051,thebridgeny.org,Health,,,,,212.663.3000,248 W 108th St,New York,10025,V,,5ff0fb2a-54d2-4e45-94f5-dbb507fa9e9f, 18,,
,FALSE,"The Bridge, Inc.",Clinical Headquarters,PROS Outpatient Program,https://www.gogetta.nyc/team/location/b9c3a726-d253-4cba-a270-46c747b10051/services/751f156e-ebf5-4b2d-9c4b-952b353d12af,https://www.gogetta.nyc/find/location/b9c3a726-d253-4cba-a270-46c747b10051,thebridgeny.org,Health,,,,,212.663.3000,248 W 108th St,New York,10025,V,,751f156e-ebf5-4b2d-9c4b-952b353d12af, 18,,
,FALSE,"The Bridge, Inc.",Clinical Headquarters,Community Oriented Recovery and Empowerment (CORE),https://www.gogetta.nyc/team/location/b9c3a726-d253-4cba-a270-46c747b10051/services/af24bbdf-9a15-40f8-8a91-6aeedfff300a,https://www.gogetta.nyc/find/location/b9c3a726-d253-4cba-a270-46c747b10051,thebridgeny.org,Health,,,,,212.663.3000,248 W 108th St,New York,10025,V,,af24bbdf-9a15-40f8-8a91-6aeedfff300a,,,
,FALSE,"The Bridge, Inc.",Clinical Headquarters,Ticket to Work,https://www.gogetta.nyc/team/location/b9c3a726-d253-4cba-a270-46c747b10051/services/d818027a-4ecd-4746-b925-c00e13524be4,https://www.gogetta.nyc/find/location/b9c3a726-d253-4cba-a270-46c747b10051,thebridgeny.org,Other service,,,,,212.663.3000,248 W 108th St,New York,10025,V,,d818027a-4ecd-4746-b925-c00e13524be4,,,
doobneek,TRUE,The Campaign Against Hunger,SuperPantry,Mobile Market,https://www.gogetta.nyc/team/location/3dd77bf0-3637-4780-932b-ed5898ff714a/services/1ec5f5fa-6fe7-4a02-a319-aec3ed64342e,https://www.gogetta.nyc/find/location/3dd77bf0-3637-4780-932b-ed5898ff714a,tcahnyc.org/contact-us,Mobile Market,,,x,,718.773.3551,2004 Fulton St,BROOKLYN,11233,V,,1ec5f5fa-6fe7-4a02-a319-aec3ed64342e,,,
doobneek,TRUE,The Campaign Against Hunger,SuperPantry,Brown Bag,https://www.gogetta.nyc/team/location/3dd77bf0-3637-4780-932b-ed5898ff714a/services/303e8d08-1541-47f1-9338-93c22ea702a5,https://www.gogetta.nyc/find/location/3dd77bf0-3637-4780-932b-ed5898ff714a,tcahnyc.org/contact-us,Brown Bag,,,x,,718.773.3551,2004 Fulton St,BROOKLYN,11233,V,,303e8d08-1541-47f1-9338-93c22ea702a5,,,
doobneek,TRUE,The Campaign Against Hunger,SuperPantry,Clothing Pantry,https://www.gogetta.nyc/team/location/3dd77bf0-3637-4780-932b-ed5898ff714a/services/9f279820-85a8-439c-b9f6-f605d60197f6,https://www.gogetta.nyc/find/location/3dd77bf0-3637-4780-932b-ed5898ff714a,tcahnyc.org/contact-us,Clothing Pantry,,,x,,718.773.3551,2004 Fulton St,BROOKLYN,11233,V,,9f279820-85a8-439c-b9f6-f605d60197f6,,,
doobneek,TRUE,The Campaign Against Hunger,SuperPantry,Food Pantry,https://www.gogetta.nyc/team/location/3dd77bf0-3637-4780-932b-ed5898ff714a/services/e4d79b78-3f8d-4377-aa8c-cab3b6c9a4e1,https://www.gogetta.nyc/find/location/3dd77bf0-3637-4780-932b-ed5898ff714a,tcahnyc.org/contact-us,Food Pantry,,,x,,718.773.3551,2004 Fulton St,BROOKLYN,11233,V,,e4d79b78-3f8d-4377-aa8c-cab3b6c9a4e1,,,
,,The Campaign Against Hunger,Administrative Office,Benefits,https://www.gogetta.nyc/team/location/bc7cb173-e8ad-4fa7-a6a4-9e2932298335/services/256de6eb-c050-4816-8e9d-89dc901c297f,https://www.gogetta.nyc/find/location/bc7cb173-e8ad-4fa7-a6a4-9e2932298335,tcahnyc.org/contact-us,Benefits,,,,,347.420.9736,2010 Fulton St,Brooklyn,11233,,,256de6eb-c050-4816-8e9d-89dc901c297f,,,
,FALSE,The Catholic Charities Community Services of the Archdiocese of New York (CCCS),Bronx Center Day Laborers Program,Education and Jobs,https://www.gogetta.nyc/team/location/f985e463-c3b7-48b1-854c-272ef9664422/services/8459ca1a-3c92-47d3-bee7-52a5edcd0917,https://www.gogetta.nyc/find/location/f985e463-c3b7-48b1-854c-272ef9664422,cccsny.org/services/support-day-laborers,Other service,,,,,,623 E 138th St,Bronx,10454,V,,8459ca1a-3c92-47d3-bee7-52a5edcd0917,,,
,FALSE,The Catholic Charities Community Services of the Archdiocese of New York (CCCS),Yonkers Day Laborers Program,Education and Jobs,https://www.gogetta.nyc/team/location/0530fd0f-d0c9-49e7-be5b-1936945178c2/services/94b288bd-af35-4ff6-8ce4-b7be03cb9343,https://www.gogetta.nyc/find/location/0530fd0f-d0c9-49e7-be5b-1936945178c2,cccsny.org/services/support-day-laborers,Other service,,,,,914.363.6048,325 Yonkers Ave,Yonkers,10701,V,,94b288bd-af35-4ff6-8ce4-b7be03cb9343,,,
,FALSE,The Child Center of NY,Macari Family Wellness Center,Patient Services,https://www.gogetta.nyc/team/location/a554b78e-aed0-4f58-9955-11c7e9770250/services/14afa469-a3ce-4177-9288-297b776f3823,https://www.gogetta.nyc/find/location/a554b78e-aed0-4f58-9955-11c7e9770250,childcenterny.org/individual-and-family-counseling/#flushing,Health,,,,,718.358.8288,140-15B Sanford Ave,Flushing,11355,V,,14afa469-a3ce-4177-9288-297b776f3823,,,
,FALSE,The Child Center of NY,Macari Family Wellness Center,Benefits,https://www.gogetta.nyc/team/location/a554b78e-aed0-4f58-9955-11c7e9770250/services/95b9b6dd-229e-4cad-b50c-607f99025ced,https://www.gogetta.nyc/find/location/a554b78e-aed0-4f58-9955-11c7e9770250,childcenterny.org/individual-and-family-counseling/#flushing,Other service,,,,,718.358.8288,140-15B Sanford Ave,Flushing,11355,V,,95b9b6dd-229e-4cad-b50c-607f99025ced,,,
,,The Church of Saint Mark,,Food Pantry,https://www.gogetta.nyc/team/location/a5991983-3a5e-473a-9b94-95daf093349f/services/e6a8f0ed-72a0-45ec-a66e-146f9334165e,https://www.gogetta.nyc/find/location/a5991983-3a5e-473a-9b94-95daf093349f,https://stmarkschurchbrooklyn.org,Food Pantry,,,,,(718) 756-6607,1417 Union Street,BROOKLYN,11213,,,e6a8f0ed-72a0-45ec-a66e-146f9334165e,,,
doobneek,TRUE,The Church of St. Luke in the Field,Greenwich Village,Clothing Pantry,https://www.gogetta.nyc/team/location/e9b58317-815a-4875-a6bb-dbd2cfbbfc66/services/77de8d23-3e41-45da-9c3d-e860d0075edc,https://www.gogetta.nyc/find/location/e9b58317-815a-4875-a6bb-dbd2cfbbfc66,stlukeinthefields.org/outreach,Clothing Pantry,18,30,,,212.924.0562,487 Hudson St,New York,10014,V,,77de8d23-3e41-45da-9c3d-e860d0075edc,,,
doobneek,TRUE,The Church of St. Luke in the Field,Greenwich Village,Toiletries,https://www.gogetta.nyc/team/location/e9b58317-815a-4875-a6bb-dbd2cfbbfc66/services/aa96c3f1-87e4-4929-9c4e-89a89f1ffc2a,https://www.gogetta.nyc/find/location/e9b58317-815a-4875-a6bb-dbd2cfbbfc66,stlukeinthefields.org/outreach,Toiletries,18,30,,,212.924.0562,487 Hudson St,New York,10014,V,,aa96c3f1-87e4-4929-9c4e-89a89f1ffc2a,,,
doobneek,TRUE,The Church of St. Luke in the Field,Greenwich Village,Brown Bag,https://www.gogetta.nyc/team/location/e9b58317-815a-4875-a6bb-dbd2cfbbfc66/services/e2d54368-38e1-4134-8163-518a8bd936fe,https://www.gogetta.nyc/find/location/e9b58317-815a-4875-a6bb-dbd2cfbbfc66,stlukeinthefields.org/outreach,Brown Bag,18,30,,,212.924.0562,487 Hudson St,New York,10014,V,,e2d54368-38e1-4134-8163-518a8bd936fe,,,
,,The City University of New York (CUNY),Office of Veterans Affairs,Veterans,https://www.gogetta.nyc/team/location/a400c1e0-d55a-41f5-8052-d526862f5752/services/9b004363-f287-4c58-af28-309aeaad6e66,https://www.gogetta.nyc/find/location/a400c1e0-d55a-41f5-8052-d526862f5752,cuny.edu/about/university-resources/veterans-affairs,Other service,,,,,646.664.8835,"555 West 57th Street, 14th Floor",New York,10019,,,9b004363-f287-4c58-af28-309aeaad6e66,,,
doobneek,TRUE,THE CORE (To Help Embrace Community. Organizing. Resilience. Equality.) Family Enrichment Center (FEC) - Youth Ministries for Peace and Justice,East Tremont Head Start,Education,https://www.gogetta.nyc/team/location/83a01c33-8b83-42d4-887e-6794cfced947/services/f48f7d9c-646c-4f23-814d-0f2a667e2267,https://www.gogetta.nyc/find/location/83a01c33-8b83-42d4-887e-6794cfced947,instagram.com/the.core.fec,Education,,,x,,"646.385.0701, 646.385.2454",1244 Manor Ave,Bronx,10472,V,,f48f7d9c-646c-4f23-814d-0f2a667e2267,,,
doobneek,TRUE,The CRIB (Community Resources in Brooklyn) - Family Enrichment Center (FEC),Family Enrichment Center (FEC)- The CRIB (Community Resources in Brooklyn),"Printer, Computer, and WiFi",https://www.gogetta.nyc/team/location/7c3b4f78-c1c0-4db3-813c-da270e4f4e5b/services/8de52a28-c12d-412b-bd44-e0b2949fba9e,https://www.gogetta.nyc/find/location/7c3b4f78-c1c0-4db3-813c-da270e4f4e5b,thecrib.enyfec.org,Advocates / Legal Aid,,,x,,646.968.3399,2588 Atlantic Avenue,Brooklyn,11207,V,,8de52a28-c12d-412b-bd44-e0b2949fba9e,,,
doobneek,TRUE,The CRIB (Community Resources in Brooklyn) - Family Enrichment Center (FEC),Family Enrichment Center (FEC)- The CRIB (Community Resources in Brooklyn),C.R.I.B. Offerings,https://www.gogetta.nyc/team/location/7c3b4f78-c1c0-4db3-813c-da270e4f4e5b/services/c564bd7e-8a0d-4fd8-a17a-139767b599a0,https://www.gogetta.nyc/find/location/7c3b4f78-c1c0-4db3-813c-da270e4f4e5b,thecrib.enyfec.org,Support Groups,,,x,,646.968.3399,2588 Atlantic Avenue,Brooklyn,11207,V,,c564bd7e-8a0d-4fd8-a17a-139767b599a0,,,
doobneek,TRUE,The Door,"Main Location, SoHo, DYCD Youth Drop-in Center",HSE (High School Equivalency),https://www.gogetta.nyc/team/location/0d381537-31c4-4165-a5a0-4d7ffc02bace/services/0ea53a9e-2a74-4af5-b0a0-167b3c43142b,https://www.gogetta.nyc/find/location/0d381537-31c4-4165-a5a0-4d7ffc02bace,door.org,Free Wifi,12,24,,,212.941.9090,555 Broome Street,New York,10013,V,,0ea53a9e-2a74-4af5-b0a0-167b3c43142b,,,
doobneek,TRUE,The Door,"Main Location, SoHo, DYCD Youth Drop-in Center",Mail,https://www.gogetta.nyc/team/location/0d381537-31c4-4165-a5a0-4d7ffc02bace/services/1f68ab4a-0706-4385-b9b2-aa2634109488,https://www.gogetta.nyc/find/location/0d381537-31c4-4165-a5a0-4d7ffc02bace,door.org,Mail,12,24,,,212.941.9090,555 Broome Street,New York,10013,V,,1f68ab4a-0706-4385-b9b2-aa2634109488,,,
doobneek,TRUE,The Door,"Main Location, SoHo, DYCD Youth Drop-in Center",Benefits,https://www.gogetta.nyc/team/location/0d381537-31c4-4165-a5a0-4d7ffc02bace/services/1fa93382-b9bf-41fd-a6f1-ed7b8e6e90c5,https://www.gogetta.nyc/find/location/0d381537-31c4-4165-a5a0-4d7ffc02bace,door.org,Benefits,12,24,,,212.941.9090,555 Broome Street,New York,10013,V,,1fa93382-b9bf-41fd-a6f1-ed7b8e6e90c5,,,
doobneek,TRUE,The Door,"Main Location, SoHo, DYCD Youth Drop-in Center",Medical Services,https://www.gogetta.nyc/team/location/0d381537-31c4-4165-a5a0-4d7ffc02bace/services/277548bb-f7da-4e46-ba16-51b7e2944b9d,https://www.gogetta.nyc/find/location/0d381537-31c4-4165-a5a0-4d7ffc02bace,door.org,Health,12,24,,,212.941.9090,555 Broome Street,New York,10013,V,,277548bb-f7da-4e46-ba16-51b7e2944b9d,,,
doobneek,TRUE,The Door,"Main Location, SoHo, DYCD Youth Drop-in Center",Online Application for Paid Opportunities,https://www.gogetta.nyc/team/location/0d381537-31c4-4165-a5a0-4d7ffc02bace/services/27ac0cb0-0edd-4aeb-a157-fb62f501a05c,https://www.gogetta.nyc/find/location/0d381537-31c4-4165-a5a0-4d7ffc02bace,door.org,Other service,12,24,,,212.941.9090,555 Broome Street,New York,10013,V,,27ac0cb0-0edd-4aeb-a157-fb62f501a05c,,,
doobneek,TRUE,The Door,"Main Location, SoHo, DYCD Youth Drop-in Center",Toiletries,https://www.gogetta.nyc/team/location/0d381537-31c4-4165-a5a0-4d7ffc02bace/services/3664142f-7f7e-4f73-9fc6-d5c61b95c934,https://www.gogetta.nyc/find/location/0d381537-31c4-4165-a5a0-4d7ffc02bace,door.org,Toiletries,12,24,,,212.941.9090,555 Broome Street,New York,10013,V,,3664142f-7f7e-4f73-9fc6-d5c61b95c934,,,
doobneek,TRUE,The Door,"Main Location, SoHo, DYCD Youth Drop-in Center",Case Management,https://www.gogetta.nyc/team/location/0d381537-31c4-4165-a5a0-4d7ffc02bace/services/39a271be-a017-4b27-9c8d-dcdfec5b7b04,https://www.gogetta.nyc/find/location/0d381537-31c4-4165-a5a0-4d7ffc02bace,door.org,Case Workers,12,24,,,212.941.9090,555 Broome Street,New York,10013,V,,39a271be-a017-4b27-9c8d-dcdfec5b7b04,,,
doobneek,TRUE,The Door,"Main Location, SoHo, DYCD Youth Drop-in Center",Rooms for Resting,https://www.gogetta.nyc/team/location/0d381537-31c4-4165-a5a0-4d7ffc02bace/services/40cb156f-60c6-4003-b7e8-c3a8d9b109b7,https://www.gogetta.nyc/find/location/0d381537-31c4-4165-a5a0-4d7ffc02bace,door.org,Education,12,24,,,212.941.9090,555 Broome Street,New York,10013,V,,40cb156f-60c6-4003-b7e8-c3a8d9b109b7,,,
doobneek,TRUE,The Door,"Main Location, SoHo, DYCD Youth Drop-in Center",Shelter Referral,https://www.gogetta.nyc/team/location/0d381537-31c4-4165-a5a0-4d7ffc02bace/services/7f3d3b57-c901-437a-9a69-c2ba11e50f43,https://www.gogetta.nyc/find/location/0d381537-31c4-4165-a5a0-4d7ffc02bace,door.org,Shelter,12,24,,,212.941.9090,555 Broome Street,New York,10013,V,,7f3d3b57-c901-437a-9a69-c2ba11e50f43,,,
doobneek,TRUE,The Door,"Main Location, SoHo, DYCD Youth Drop-in Center",Temporary Lockers,https://www.gogetta.nyc/team/location/0d381537-31c4-4165-a5a0-4d7ffc02bace/services/85e6244f-ae8e-4459-8c08-e165a3e019fb,https://www.gogetta.nyc/find/location/0d381537-31c4-4165-a5a0-4d7ffc02bace,door.org,Other service,12,24,,,212.941.9090,555 Broome Street,New York,10013,V,,85e6244f-ae8e-4459-8c08-e165a3e019fb,,,
doobneek,TRUE,The Door,"Main Location, SoHo, DYCD Youth Drop-in Center",Legal Clinic,https://www.gogetta.nyc/team/location/0d381537-31c4-4165-a5a0-4d7ffc02bace/services/b0fc7293-80b6-4fd0-a6b3-9a5d315972e3,https://www.gogetta.nyc/find/location/0d381537-31c4-4165-a5a0-4d7ffc02bace,door.org,Other service,12,24,,,212.941.9090,555 Broome Street,New York,10013,V,,b0fc7293-80b6-4fd0-a6b3-9a5d315972e3,,,
doobneek,TRUE,The Door,"Main Location, SoHo, DYCD Youth Drop-in Center",Door Store,https://www.gogetta.nyc/team/location/0d381537-31c4-4165-a5a0-4d7ffc02bace/services/b3120da9-0fe9-47c4-a51e-be4ee803c68f,https://www.gogetta.nyc/find/location/0d381537-31c4-4165-a5a0-4d7ffc02bace,door.org,Clothing Pantry,12,24,,,212.941.9090,555 Broome Street,New York,10013,V,,b3120da9-0fe9-47c4-a51e-be4ee803c68f,,,
doobneek,TRUE,The Door,"Main Location, SoHo, DYCD Youth Drop-in Center",Laundry,https://www.gogetta.nyc/team/location/0d381537-31c4-4165-a5a0-4d7ffc02bace/services/bde3dee0-5d1d-4211-8e4a-f40eccdb84b7,https://www.gogetta.nyc/find/location/0d381537-31c4-4165-a5a0-4d7ffc02bace,door.org,Laundry,12,24,,,212.941.9090,555 Broome Street,New York,10013,V,,bde3dee0-5d1d-4211-8e4a-f40eccdb84b7,,,
doobneek,TRUE,The Door,"Main Location, SoHo, DYCD Youth Drop-in Center",Dinner,https://www.gogetta.nyc/team/location/0d381537-31c4-4165-a5a0-4d7ffc02bace/services/c30ffc85-405a-4ce6-b5ae-820ff83208b1,https://www.gogetta.nyc/find/location/0d381537-31c4-4165-a5a0-4d7ffc02bace,door.org,Food,12,24,,,212.941.9090,555 Broome Street,New York,10013,V,,c30ffc85-405a-4ce6-b5ae-820ff83208b1,,,
doobneek,TRUE,The Door,"Main Location, SoHo, DYCD Youth Drop-in Center",Online Application for Broome St Academy,https://www.gogetta.nyc/team/location/0d381537-31c4-4165-a5a0-4d7ffc02bace/services/d6d335c2-8c75-4d6c-a458-64e6bd99359a,https://www.gogetta.nyc/find/location/0d381537-31c4-4165-a5a0-4d7ffc02bace,door.org,Other service,12,24,,,212.941.9090,555 Broome Street,New York,10013,V,,d6d335c2-8c75-4d6c-a458-64e6bd99359a,,,
doobneek,TRUE,The Door,"Main Location, SoHo, DYCD Youth Drop-in Center",Food Pantry,https://www.gogetta.nyc/team/location/0d381537-31c4-4165-a5a0-4d7ffc02bace/services/e0e39b60-6bcb-4961-ba72-1669b44c1803,https://www.gogetta.nyc/find/location/0d381537-31c4-4165-a5a0-4d7ffc02bace,door.org,Food Pantry,12,24,,,212.941.9090,555 Broome Street,New York,10013,V,,e0e39b60-6bcb-4961-ba72-1669b44c1803,,,
doobneek,TRUE,The Door,"Main Location, SoHo, DYCD Youth Drop-in Center",Subway Pass,https://www.gogetta.nyc/team/location/0d381537-31c4-4165-a5a0-4d7ffc02bace/services/f5980c43-a80e-47b2-9de0-16fcc0a4766d,https://www.gogetta.nyc/find/location/0d381537-31c4-4165-a5a0-4d7ffc02bace,door.org,Other service,12,24,,,212.941.9090,555 Broome Street,New York,10013,V,,f5980c43-a80e-47b2-9de0-16fcc0a4766d,,,
doobneek,TRUE,The Door,Bronx Youth Center (BYC),Food Pantry,https://www.gogetta.nyc/team/location/3b9a0d70-d047-4b1a-b6cc-c854d0246c04/services/21c64344-6d96-43dc-84d5-175704991bf8,https://www.gogetta.nyc/find/location/3b9a0d70-d047-4b1a-b6cc-c854d0246c04,door.org,Food Pantry,12,24,,,212.941.9090,2999 3rd Ave,The Bronx,10455,V,,21c64344-6d96-43dc-84d5-175704991bf8,,,
